scenario_id,source_file,scenario_type,time_s,hour,V_N2,V_N3,V_N4,V_N5,V_N6,V_N7,V_N8,V_N9,leak_N10,leak_N11,leak_N12,leak_N13,leak_N14,label,leak_binary,leak_downstream_N2,leak_downstream_N8,leak_downstream_N9,leak_x,leak_y,leak_z,weekday_flag
1,data_1.csv,normal,9600,2,11.006,3.0,4.0,0.0048288,4.0,11.006,4.0064,7.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,10200,2,11.0,3.0,4.0,2.5159e-06,4.0,11.0,4.0,7.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,10800,3,11.0,3.0,4.0,2.5159e-06,4.0,11.0,4.0,7.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,11400,3,11.007,3.0,4.0,0.0096577,4.0,11.007,4.007,7.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,12000,3,11.0,3.0,4.0,-4.0916e-06,4.0,11.0,4.0,7.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,12600,3,11.001,3.0,4.0,-1.8823e-06,4.0,11.001,4.0009,7.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,13200,3,11.008,3.0,4.0,0.0048288,4.0,11.008,4.0075,7.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,13800,3,11.0,3.0,4.0,2.5159e-06,4.0,11.0,4.0,7.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,14400,4,24.5,3.0,10.0,7.5,4.0,24.5,11.5,13.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,15000,4,24.5,3.0,10.0,7.5,4.0,24.5,11.5,13.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,15600,4,24.5,3.0,10.0,7.5,4.0,24.5,11.5,13.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,16200,4,24.5,3.0,10.0,7.5,4.0,24.5,11.5,13.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,16800,4,24.5,3.0,10.0,7.5,4.0,24.5,11.5,13.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,17400,4,24.5,3.0,10.0,7.5,4.0,24.5,11.5,13.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,18000,5,44.5,7.5,16.0,15.0,6.0,44.5,21.0,23.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,18600,5,44.5,7.5,16.0,15.0,6.0,44.5,21.0,23.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,19200,5,44.5,7.5,16.0,15.0,6.0,44.5,21.0,23.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,19800,5,44.5,7.5,16.0,15.0,6.0,44.5,21.0,23.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,20400,5,44.5,7.5,16.0,15.0,6.0,44.5,21.0,23.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,21000,5,44.5,7.5,16.0,15.0,6.0,44.5,21.0,23.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,21600,6,58.0,12.0,20.0,18.0,8.0,58.0,26.0,32.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,22200,6,58.0,12.0,20.0,18.0,8.0,58.0,26.0,32.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,22800,6,58.0,12.0,20.0,18.0,8.0,58.0,26.0,32.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,23400,6,58.0,12.0,20.0,18.0,8.0,58.0,26.0,32.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,24000,6,58.0,12.0,20.0,18.0,8.0,58.0,26.0,32.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,24600,6,58.0,12.0,20.0,18.0,8.0,58.0,26.0,32.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,25200,7,77.5,16.5,30.0,21.0,10.0,77.5,31.0,46.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,25800,7,77.5,16.5,30.0,21.0,10.0,77.5,31.0,46.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,26400,7,77.5,16.5,30.0,21.0,10.0,77.5,31.0,46.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,27000,7,77.5,16.5,30.0,21.0,10.0,77.5,31.0,46.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,27600,7,77.5,16.5,30.0,21.0,10.0,77.5,31.0,46.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,28200,7,77.5,16.5,30.0,21.0,10.0,77.5,31.0,46.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,28800,8,98.5,19.5,40.0,27.0,12.0,98.5,39.0,59.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,29400,8,98.5,19.5,40.0,27.0,12.0,98.5,39.0,59.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,30000,8,98.5,19.5,40.0,27.0,12.0,98.5,39.0,59.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,30600,8,98.5,19.5,40.0,27.0,12.0,98.5,39.0,59.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,31200,8,98.5,19.5,40.0,27.0,12.0,98.5,39.0,59.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,31800,8,98.5,19.5,40.0,27.0,12.0,98.5,39.0,59.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,32400,9,87.0,21.0,36.0,18.0,12.0,87.0,30.0,57.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,33000,9,87.0,21.0,36.0,18.0,12.0,87.0,30.0,57.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,33600,9,87.0,21.0,36.0,18.0,12.0,87.0,30.0,57.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,34200,9,87.0,21.0,36.0,18.0,12.0,87.0,30.0,57.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,34800,9,87.0,21.0,36.0,18.0,12.0,87.0,30.0,57.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,35400,9,87.0,21.0,36.0,18.0,12.0,87.0,30.0,57.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,36000,10,84.0,21.0,32.0,15.0,16.0,84.0,31.0,53.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,36600,10,84.0,21.0,32.0,15.0,16.0,84.0,31.0,53.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,37200,10,84.0,21.0,32.0,15.0,16.0,84.0,31.0,53.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,37800,10,84.0,21.0,32.0,15.0,16.0,84.0,31.0,53.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,38400,10,84.0,21.0,32.0,15.0,16.0,84.0,31.0,53.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,39000,10,84.0,21.0,32.0,15.0,16.0,84.0,31.0,53.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,39600,11,102.0,27.0,40.0,15.0,20.0,102.0,35.0,67.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,40200,11,102.0,27.0,40.0,15.0,20.0,102.0,35.0,67.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,40800,11,102.0,27.0,40.0,15.0,20.0,102.0,35.0,67.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,41400,11,102.0,27.0,40.0,15.0,20.0,102.0,35.0,67.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,42000,11,102.0,27.0,40.0,15.0,20.0,102.0,35.0,67.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,42600,11,102.0,27.0,40.0,15.0,20.0,102.0,35.0,67.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,43200,12,116.5,30.0,44.0,22.5,20.0,116.5,42.5,74.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,43800,12,116.5,30.0,44.0,22.5,20.0,116.5,42.5,74.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,44400,12,116.5,30.0,44.0,22.5,20.0,116.5,42.5,74.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,45000,12,116.5,30.0,44.0,22.5,20.0,116.5,42.5,74.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,45600,12,116.5,30.0,44.0,22.5,20.0,116.5,42.5,74.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,46200,12,116.5,30.0,44.0,22.5,20.0,116.5,42.5,74.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,46800,13,108.5,25.5,36.0,27.0,20.0,108.5,47.0,61.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,47400,13,108.5,25.5,36.0,27.0,20.0,108.5,47.0,61.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,48000,13,108.5,25.5,36.0,27.0,20.0,108.5,47.0,61.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,48600,13,108.5,25.5,36.0,27.0,20.0,108.5,47.0,61.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,49200,13,108.5,25.5,36.0,27.0,20.0,108.5,47.0,61.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,49800,13,108.5,25.5,36.0,27.0,20.0,108.5,47.0,61.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,50400,14,90.0,22.5,20.0,31.5,16.0,90.0,47.5,42.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,51000,14,90.0,22.5,20.0,31.5,16.0,90.0,47.5,42.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,51600,14,90.0,22.5,20.0,31.5,16.0,90.0,47.5,42.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,52200,14,90.0,22.5,20.0,31.5,16.0,90.0,47.5,42.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,52800,14,90.0,22.5,20.0,31.5,16.0,90.0,47.5,42.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,53400,14,90.0,22.5,20.0,31.5,16.0,90.0,47.5,42.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,54000,15,82.5,21.0,10.0,37.5,14.0,82.5,51.5,31.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,54600,15,82.5,21.0,10.0,37.5,14.0,82.5,51.5,31.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,55200,15,82.5,21.0,10.0,37.5,14.0,82.5,51.5,31.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,55800,15,82.5,21.0,10.0,37.5,14.0,82.5,51.5,31.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,56400,15,82.5,21.0,10.0,37.5,14.0,82.5,51.5,31.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,57000,15,82.5,21.0,10.0,37.5,14.0,82.5,51.5,31.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,57600,16,84.0,18.0,10.0,42.0,14.0,84.0,56.0,28.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,58200,16,84.0,18.0,10.0,42.0,14.0,84.0,56.0,28.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,58800,16,84.0,18.0,10.0,42.0,14.0,84.0,56.0,28.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,59400,16,84.0,18.0,10.0,42.0,14.0,84.0,56.0,28.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,60000,16,84.0,18.0,10.0,42.0,14.0,84.0,56.0,28.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,60600,16,84.0,18.0,10.0,42.0,14.0,84.0,56.0,28.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,61200,17,88.5,19.5,10.0,45.0,14.0,88.5,59.0,29.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,61800,17,88.5,19.5,10.0,45.0,14.0,88.5,59.0,29.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,62400,17,88.5,19.5,10.0,45.0,14.0,88.5,59.0,29.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,63000,17,88.5,19.5,10.0,45.0,14.0,88.5,59.0,29.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,63600,17,88.5,19.5,10.0,45.0,14.0,88.5,59.0,29.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,64200,17,88.5,19.5,10.0,45.0,14.0,88.5,59.0,29.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,64800,18,99.0,21.0,18.0,42.0,18.0,99.0,60.0,39.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,65400,18,99.0,21.0,18.0,42.0,18.0,99.0,60.0,39.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,66000,18,99.0,21.0,18.0,42.0,18.0,99.0,60.0,39.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,66600,18,99.0,21.0,18.0,42.0,18.0,99.0,60.0,39.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,67200,18,99.0,21.0,18.0,42.0,18.0,99.0,60.0,39.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,67800,18,99.0,21.0,18.0,42.0,18.0,99.0,60.0,39.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,68400,19,108.5,25.5,26.0,39.0,18.0,108.5,57.0,51.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,69000,19,108.5,25.5,26.0,39.0,18.0,108.5,57.0,51.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,69600,19,108.5,25.5,26.0,39.0,18.0,108.5,57.0,51.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,70200,19,108.5,25.5,26.0,39.0,18.0,108.5,57.0,51.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,70800,19,108.5,25.5,26.0,39.0,18.0,108.5,57.0,51.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,71400,19,108.5,25.5,26.0,39.0,18.0,108.5,57.0,51.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,72000,20,95.0,21.0,30.0,30.0,14.0,95.0,44.0,51.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,72600,20,95.0,21.0,30.0,30.0,14.0,95.0,44.0,51.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,73200,20,95.0,21.0,30.0,30.0,14.0,95.0,44.0,51.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,73800,20,95.0,21.0,30.0,30.0,14.0,95.0,44.0,51.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,74400,20,95.0,21.0,30.0,30.0,14.0,95.0,44.0,51.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,75000,20,95.0,21.0,30.0,30.0,14.0,95.0,44.0,51.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,75600,21,70.5,7.5,38.0,15.0,10.0,70.5,25.0,45.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,76200,21,70.5,7.5,38.0,15.0,10.0,70.5,25.0,45.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,76800,21,70.5,7.5,38.0,15.0,10.0,70.5,25.0,45.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,77400,21,70.5,7.5,38.0,15.0,10.0,70.5,25.0,45.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,78000,21,70.5,7.5,38.0,15.0,10.0,70.5,25.0,45.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,78600,21,70.5,7.5,38.0,15.0,10.0,70.5,25.0,45.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,79200,22,48.0,4.5,30.0,7.5,6.0,48.0,13.5,34.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,79800,22,48.0,4.5,30.0,7.5,6.0,48.0,13.5,34.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,80400,22,48.0,4.5,30.0,7.5,6.0,48.0,13.5,34.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,81000,22,48.0,4.5,30.0,7.5,6.0,48.0,13.5,34.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,81600,22,48.0,4.5,30.0,7.5,6.0,48.0,13.5,34.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,82200,22,48.0,4.5,30.0,7.5,6.0,48.0,13.5,34.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,82800,23,27.5,3.0,14.0,4.5,6.0,27.5,10.5,17.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,83400,23,27.5,3.0,14.0,4.5,6.0,27.5,10.5,17.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,84000,23,27.5,3.0,14.0,4.5,6.0,27.5,10.5,17.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,84600,23,27.5,3.0,14.0,4.5,6.0,27.5,10.5,17.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,85200,23,27.5,3.0,14.0,4.5,6.0,27.5,10.5,17.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,85800,23,27.5,3.0,14.0,4.5,6.0,27.5,10.5,17.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
1,data_1.csv,normal,86400,0,18.5,3.0,10.0,1.5,4.0,18.5,5.5,13.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
2,data_2.csv,normal,0,0,19.5,6.0,10.0,1.5,2.0,19.5,3.5,16.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
2,data_2.csv,normal,600,0,19.5,6.0,10.0,1.5,2.0,19.5,3.5,16.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
2,data_2.csv,normal,1200,0,19.5,6.0,10.0,1.5,2.0,19.5,3.5,16.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
2,data_2.csv,normal,1800,0,19.5,6.0,10.0,1.5,2.0,19.5,3.5,16.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
2,data_2.csv,normal,2400,0,19.5,6.0,10.0,1.5,2.0,19.5,3.5,16.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
2,data_2.csv,normal,3000,0,19.5,6.0,10.0,1.5,2.0,19.5,3.5,16.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
2,data_2.csv,normal,3600,1,11.16,3.66,4.0,1.5,2.0,11.16,3.5,7.66,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
2,data_2.csv,normal,4200,1,11.16,3.66,4.0,1.5,2.0,11.16,3.5,7.66,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
2,data_2.csv,normal,4800,1,11.16,3.66,4.0,1.5,2.0,11.16,3.5,7.66,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
2,data_2.csv,normal,5400,1,11.16,3.66,4.0,1.5,2.0,11.16,3.5,7.66,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
2,data_2.csv,normal,6000,1,11.16,3.66,4.0,1.5,2.0,11.16,3.5,7.66,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
2,data_2.csv,normal,6600,1,11.16,3.66,4.0,1.5,2.0,11.16,3.5,7.66,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
2,data_2.csv,normal,7200,2,6.295,2.295,4.0,2.5159e-06,2.5159e-06,6.295,6.1646e-06,6.295,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
2,data_2.csv,normal,7800,2,6.3092,2.295,4.0,0.0048288,0.0048288,6.3092,0.014514,6.295,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
2,data_2.csv,normal,8400,2,6.295,2.295,4.0,2.5159e-06,2.5159e-06,6.295,1.5662e-06,6.295,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
2,data_2.csv,normal,9000,2,6.3046,2.295,4.0,0.0,0.0048288,6.3046,0.010912,6.295,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
2,data_2.csv,normal,9600,2,6.3024,2.295,4.0,0.0048288,2.5159e-06,6.3024,0.0073602,6.295,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
2,data_2.csv,normal,10200,2,6.3035,2.295,4.0,2.5159e-06,0.0,6.3035,0.0084777,6.295,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
